City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,armacao de buzios,-22.7469,-41.8817,21.03,72,15,8.31,BR,1688337884
279,hasaki,35.7333,140.8333,27.38,89,100,4.1,JP,1688337884
280,malvan,16.0667,73.4667,27.38,84,84,8.81,IN,1688337884
281,el granada,37.5027,-122.4694,36.64,62,20,8.23,US,1688337884
282,sitka,57.0531,-135.33,14.94,67,100,3.09,US,1688337884
283,tual,-5.6667,132.75,27.15,81,71,7.4,ID,1688337885
284,akureyri,65.6835,-18.0878,8.96,76,75,5.14,IS,1688337393
285,taltal,-25.4,-70.4833,16.32,79,26,1.55,CL,1688337620
286,shantobe,52.4581,68.1839,19.26,43,98,3.17,KZ,1688337885
287,luanda,-8.8368,13.2343,21.0,88,0,2.06,AO,1688337885
288,constantia,44.1833,28.65,18.38,83,99,3.0,RO,1688337813
289,mendeleyevsk,55.9082,52.2905,16.58,89,18,2.28,RU,1688337886
290,badger,64.8,-147.5333,26.11,43,0,3.09,US,1688337886
291,north platte,41.1239,-100.7654,32.21,38,0,3.09,US,1688337886
292,east london,-33.0153,27.9116,15.0,76,0,3.42,ZA,1688337886
293,urangan,-25.3,152.9,20.27,71,100,7.95,AU,1688337886
294,punta arenas,-53.15,-70.9167,4.06,75,75,6.69,CL,1688337727
295,sosua,19.7667,-70.5167,34.99,62,75,5.14,DO,1688337887
296,colares,38.7992,-9.4469,21.05,78,0,8.49,PT,1688337887
297,gadzhiyevo,69.2551,33.3362,7.51,87,99,2.3,RU,1688337887
298,sao joao da barra,-21.6403,-41.0511,22.05,72,44,12.4,BR,1688337888
299,san agustin de valle fertil,-30.6335,-67.4682,14.27,65,11,1.23,AR,1688337889
300,margate,51.3813,1.3862,15.17,69,42,2.24,GB,1688337889
301,jiuquan,39.7432,98.5174,15.67,54,24,0.24,CN,1688337889
302,chonchi,-42.6128,-73.8092,10.07,84,76,5.47,CL,1688337889
303,ain beida,35.7964,7.3928,22.67,51,16,3.49,DZ,1688337889
304,safi,32.1667,-8.8333,22.27,72,0,2.89,MA,1688337890
305,port augusta,-32.5,137.7667,10.37,77,100,1.48,AU,1688337890
306,shilin,24.8188,103.3324,17.74,95,100,1.83,CN,1688337890
307,taoudenni,22.6783,-3.9836,39.63,20,97,2.78,ML,1688337890
308,vadso,70.0744,29.7487,7.49,87,75,1.03,NO,1688337891
309,tsiombe,-25.3,45.4833,17.07,81,31,2.55,MG,1688337891
310,whitehorse,60.7161,-135.0538,20.05,62,20,1.54,CA,1688337632
311,opuwo,-18.0607,13.84,17.15,30,8,3.21,NA,1688337891
312,alofi,-19.0595,-169.9187,26.94,78,1,2.57,NU,1688337891
313,grand baie,-20.0182,57.5802,22.26,67,1,7.12,MU,1688337892
314,mount gambier,-37.8333,140.7667,6.79,89,100,1.54,AU,1688337892
315,lampang,18.3333,99.5,24.05,98,100,0.35,TH,1688337892
316,napier,-39.4833,176.9167,11.27,70,99,2.24,NZ,1688337892
317,bel ombre,-4.6167,55.4167,25.91,83,75,8.75,SC,1688337892
318,afaahiti,-17.75,-149.2833,26.93,82,11,8.73,PF,1688337893
319,lebowakgomo,-24.2,29.5,9.25,62,0,1.86,ZA,1688337893
320,remire-montjoly,4.9167,-52.2667,24.02,94,100,1.54,GF,1688337893
321,isla mujeres,21.2311,-86.731,30.09,72,66,8.2,MX,1688337893
322,palu,-0.8917,119.8707,24.58,95,71,1.36,ID,1688337894
323,wanning,18.8003,110.3967,27.04,86,100,4.13,CN,1688337894
324,gummidipundi,13.4,80.15,27.0,76,100,0.59,IN,1688337894
325,vittel,48.2009,5.9484,16.84,59,0,5.14,FR,1688337894
326,hadibu,12.65,54.0333,25.22,81,82,9.87,YE,1688337894
327,urengoy,65.9667,78.3667,15.36,62,100,1.98,RU,1688337895
328,mbekenyera,-10.0,38.9833,16.97,92,4,1.59,TZ,1688337895
329,ilam,26.9167,87.9167,20.77,94,98,0.87,NP,1688337895
330,tosontsengel,48.7567,98.2839,8.86,87,97,2.47,MN,1688337895
331,yuanping,38.7153,112.7575,24.11,45,90,0.12,CN,1688337896
332,arteche,12.2645,125.4048,27.93,84,98,3.82,PH,1688337896
333,campo grande,-20.4428,-54.6464,20.75,56,0,1.54,BR,1688337896
334,helena valley west central,46.6629,-112.0604,30.69,24,0,7.72,US,1688337896
335,hechuan,29.9947,106.2572,26.27,97,100,0.75,CN,1688337896
336,lichinga,-13.3128,35.2406,10.51,53,0,2.47,MZ,1688337897
337,la gi,10.6667,107.7833,24.88,90,100,3.4,VN,1688337897
338,carnarvon,-24.8667,113.6333,14.74,66,0,2.16,AU,1688337897
339,amga,60.8953,131.9608,27.04,60,71,1.22,RU,1688337897
340,venice,27.0998,-82.4543,32.26,73,0,3.6,US,1688337897
341,williams lake,52.1415,-122.1445,24.47,26,75,1.79,CA,1688337898
342,kawerau,-38.1,176.7,11.88,83,63,1.34,NZ,1688337898
343,cabedelo,-6.9811,-34.8339,23.37,87,55,2.81,BR,1688337898
344,alo,7.4178,6.7371,23.28,97,47,1.5,NG,1688337898
345,zelenogorsk,56.1147,94.5861,12.93,86,87,1.05,RU,1688337898
346,susuman,62.7833,148.1667,25.08,37,99,1.82,RU,1688337899
347,nova sintra,14.8667,-24.7167,21.64,75,71,3.29,CV,1688337899
348,codrington,-38.2667,141.9667,7.41,88,100,2.56,AU,1688337899
349,qaqortoq,60.7167,-46.0333,6.83,61,42,0.45,GL,1688337899
350,colonia,50.9333,6.95,17.92,58,20,7.72,DE,1688337849
351,island harbour,50.724,-1.2758,15.56,84,74,1.34,GB,1688337900
352,mwinilunga,-11.7358,24.4293,11.34,53,1,1.75,ZM,1688337900
353,igaracu do tiete,-22.5092,-48.5578,18.16,68,11,2.68,BR,1688337670
354,moussoro,13.6408,16.4901,33.74,31,57,2.99,TD,1688337901
355,arvika,59.6553,12.5852,13.34,92,69,0.35,SE,1688337901
356,booue,-0.0921,11.9385,24.95,83,91,1.1,GA,1688337901
357,aktau,43.65,51.2,18.32,72,0,3.09,KZ,1688337902
358,yangambi,0.8102,24.4336,22.4,84,61,0.68,CD,1688337903
359,kongsvinger,60.1905,11.9977,12.37,95,95,1.17,NO,1688337904
360,oschatz,51.3,13.1167,18.62,79,19,4.07,DE,1688337904
361,nea michaniona,40.4649,22.8613,22.94,85,20,1.54,GR,1688337904
362,aroma,15.8167,36.1333,30.24,47,100,8.21,SD,1688337905
363,koriyama,37.4,140.3833,25.07,88,75,0.51,JP,1688337905
364,kayangel,8.0823,134.7173,27.6,81,100,6.85,PW,1688337906
365,kizner,56.2749,51.508,13.93,93,4,1.84,RU,1688337906
366,ta`u,-14.2336,-169.5144,27.7,73,10,5.61,AS,1688337906
367,lazaro cardenas,17.9583,-102.2,29.89,70,92,3.38,MX,1688337906
368,fortaleza,-3.7227,-38.5247,27.34,78,0,3.09,BR,1688337829
369,prado,-17.3411,-39.2208,21.38,79,0,2.78,BR,1688337907
370,antananarivo,-18.9137,47.5361,13.98,82,75,4.12,MG,1688337907
371,havre,49.5833,0.3333,16.78,88,100,6.69,FR,1688337620
372,sidney,-33.8679,151.2073,13.13,80,100,0.45,AU,1688337769
373,nemuro,43.3236,145.575,13.95,93,81,3.83,JP,1688337908
374,khanty-mansiysk,61.0042,69.0019,18.06,82,0,2.0,RU,1688337909
375,puerto cabezas,14.0351,-83.3888,28.98,89,75,3.09,NI,1688337909
376,lincoln city,44.9582,-124.0179,30.02,66,0,11.18,US,1688337641
377,urzhar,47.093,81.6294,16.67,32,9,3.51,KZ,1688337910
378,ketchikan,55.3422,-131.6461,13.99,58,39,2.51,US,1688337910
379,saint-pierre-du-mont,43.8845,-0.5219,16.71,94,0,1.54,FR,1688337910
380,mirny,62.5353,113.9611,19.02,59,99,3.13,RU,1688337911
381,meulaboh,4.1363,96.1285,24.34,91,99,1.53,ID,1688337911
382,kadugli,11.0167,29.7167,25.24,69,100,2.02,SD,1688337911
383,manavalakurichi,8.1333,77.3,26.42,80,100,6.48,IN,1688337913
384,mariental,-24.6333,17.9667,12.82,18,0,5.01,NA,1688337913
385,cidade velha,14.9167,-23.6167,25.26,73,20,4.12,CV,1688337913
386,flin flon,54.7682,-101.865,21.91,64,100,7.72,CA,1688337908
387,zaozersk,69.4005,32.4476,6.72,86,92,0.89,RU,1688337914
388,thal,35.4791,72.2439,17.61,63,0,2.86,PK,1688337914
389,cacador,-26.7753,-51.015,13.13,91,23,1.39,BR,1688337914
390,nelson bay,-32.7167,152.15,13.89,95,100,3.43,AU,1688337815
391,pocone,-16.2567,-56.6228,23.97,29,76,1.47,BR,1688337915
392,miyaly,48.8844,53.7836,20.02,64,44,3.81,KZ,1688337915
393,selebi-phikwe,-21.979,27.8498,12.53,62,0,2.36,BW,1688337915
394,flying fish cove,-10.4217,105.6791,23.82,78,75,4.63,CX,1688337915
395,abaza,52.655,90.0928,9.89,93,50,1.76,RU,1688337916
396,baalbek,34.0058,36.2181,17.36,58,0,0.82,LB,1688337916
397,poronaysk,49.2167,143.1167,12.23,92,100,1.25,RU,1688337916
398,crane,31.3974,-102.3501,34.67,23,88,4.28,US,1688337916
399,kyren,51.6828,102.1408,13.35,81,100,0.49,RU,1688337917
400,callao,-12.0667,-77.15,22.07,73,100,5.66,PE,1688337917
401,forster,-32.1667,152.5167,12.38,91,100,2.5,AU,1688337917
402,illizi,26.4833,8.4667,34.89,12,85,1.88,DZ,1688337918
403,st. john's,47.5649,-52.7093,22.66,73,75,5.66,CA,1688337918
404,haiku-pauwela,20.9219,-156.3051,30.01,51,20,8.75,US,1688337918
405,magadan,59.5667,150.8,23.63,72,77,1.52,RU,1688337918
406,roata de jos,44.4108,25.5433,21.96,85,37,2.89,RO,1688337918
407,jutai,-5.1833,-68.9,26.7,65,96,0.92,BR,1688337919
408,rochester,43.1548,-77.6156,23.1,87,100,1.54,US,1688337879
409,glace bay,46.1969,-59.957,21.99,90,75,5.14,CA,1688337919
410,nova vicosa,-17.8919,-39.3719,21.42,80,6,3.55,BR,1688337920
411,kilju,40.9642,129.3278,25.26,59,75,1.63,KP,1688337920
412,cooma,-36.2333,149.1333,5.69,68,67,1.0,AU,1688337920
413,howard springs,-12.497,131.047,20.95,64,100,4.33,AU,1688337920
414,syumsi,57.1111,51.6149,13.49,96,4,1.69,RU,1688337921
415,christchurch,-43.5333,172.6333,8.6,70,100,1.54,NZ,1688337728
416,marathon,44.9,-89.7668,29.08,44,40,3.6,US,1688337685
417,nabire,-3.3667,135.4833,26.24,83,77,0.89,ID,1688337921
418,portland,45.5234,-122.6762,30.9,37,20,6.17,US,1688337831
419,bikenibeu village,1.3673,173.1241,30.98,79,40,3.6,KI,1688337922
420,mitu,1.1983,-70.1733,22.9,98,73,1.0,CO,1688337922
421,egilsstadir,65.2653,-14.3948,6.95,93,75,7.2,IS,1688337923
422,kimbe,-5.5502,150.1429,27.03,73,81,1.76,PG,1688337923
423,manismata,-2.4667,111.0333,22.72,99,100,1.39,ID,1688337923
424,sao felix do xingu,-6.6447,-51.995,26.66,47,68,0.91,BR,1688337923
425,hefei,31.8639,117.2808,28.01,89,0,3.0,CN,1688337688
426,bereket,39.2446,55.5154,26.8,32,0,3.15,TM,1688337924
427,qarauyl,48.9451,79.255,14.35,55,49,2.01,KZ,1688337924
428,severnoye,56.3491,78.3619,13.31,94,54,2.44,RU,1688337924
429,alaghsas,17.0187,8.0168,34.86,18,94,3.01,NE,1688337925
430,saint-joseph,-21.3667,55.6167,18.21,76,17,3.77,RE,1688337729
431,ghat,24.9647,10.1728,33.3,14,6,3.88,LY,1688337925
432,uige,-7.6087,15.0613,19.72,33,1,1.53,AO,1688337925
433,shenjiamen,29.9576,122.298,24.95,93,100,9.3,CN,1688337926
434,kill devil hills,36.0307,-75.676,31.0,73,0,7.2,US,1688337926
435,barra,-11.0894,-43.1417,24.52,46,37,2.19,BR,1688337926
436,jiazi,22.8779,116.067,28.04,85,38,3.26,CN,1688337926
437,puloypuloy,6.6352,124.096,26.04,88,91,1.16,PH,1688337926
438,yudong,29.385,106.5194,28.61,88,100,0.49,CN,1688337927
439,zelenoborskiy,66.845,32.3622,6.31,69,20,1.45,RU,1688337927
440,tibu,8.639,-72.7358,30.18,65,46,0.78,CO,1688337927
441,shira,54.4911,89.9531,10.4,86,24,1.22,RU,1688337927
442,talodi,10.6325,30.3797,24.34,73,98,1.33,SD,1688337928
443,sur,22.5667,59.5289,29.48,73,5,2.65,OM,1688337654
444,buka,40.8108,69.1986,24.29,23,82,0.49,UZ,1688337928
445,astravyets,54.6138,25.9554,14.44,92,15,4.93,BY,1688337928
446,guadalupe victoria,32.2869,-115.105,42.04,13,0,5.84,MX,1688337928
447,glenvale,-27.5648,151.9076,11.6,84,100,2.68,AU,1688337929
448,guatrache,-37.6678,-63.5302,13.79,88,2,2.72,AR,1688337929
449,ghadamis,30.1337,9.5007,33.0,24,38,4.25,LY,1688337929
450,hobyo,5.3505,48.5268,24.58,83,41,11.12,SO,1688337929
451,san jose,37.3394,-121.895,39.76,34,20,5.14,US,1688337755
452,prince george,53.9166,-122.753,20.14,35,20,7.2,CA,1688337719
453,cannonvale,-20.2833,148.7,21.66,77,84,10.09,AU,1688337930
454,xuddur,4.1213,43.8894,20.68,68,80,9.14,SO,1688337930
455,ternate,0.8,127.4,27.3,78,62,0.75,ID,1688337931
456,edmundston,47.3737,-68.3251,20.97,94,100,4.63,CA,1688337931
457,conceicao do araguaia,-8.2578,-49.2647,25.92,45,11,0.86,BR,1688337931
458,imbituba,-28.24,-48.6703,16.4,89,26,2.26,BR,1688337931
459,istgah-e rah ahan-e garmsar,35.2346,52.3094,29.33,32,0,1.65,IR,1688337931
460,lobujya,27.95,86.8167,3.96,91,98,0.37,NP,1688337932
461,cidreira,-30.1811,-50.2056,17.12,85,68,5.82,BR,1688337932
462,sumenep,-7.0167,113.8667,25.31,85,96,2.36,ID,1688337932
463,coquimbo,-29.9533,-71.3436,13.85,76,0,3.6,CL,1688337796
464,international falls,48.6011,-93.411,29.1,53,40,1.54,US,1688337933
465,saint croix,17.7397,-64.7388,28.25,70,100,6.17,VI,1688337933
466,slave lake,55.2834,-114.769,11.99,87,100,11.83,CA,1688337911
467,presque isle,46.6811,-68.0159,21.24,86,100,3.09,US,1688337934
468,foca,38.6703,26.7566,24.91,80,0,2.9,TR,1688337934
469,watsa,3.0372,29.5355,17.42,91,47,0.98,CD,1688337934
470,puerto santa,-8.9906,-78.6456,21.8,75,54,4.16,PE,1688337935
471,maues,-3.3836,-57.7186,25.34,82,83,1.24,BR,1688337935
472,ad dilinjat,30.8279,30.5363,21.37,89,0,1.36,EG,1688337935
473,rio grande,-32.035,-52.0986,15.53,86,98,5.49,BR,1688337935
474,nikolayevsk-on-amure,53.1406,140.73,18.11,60,100,1.89,RU,1688337936
475,lebyazh'ye,55.2689,66.4947,21.05,55,100,3.75,RU,1688337936
476,vilhena,-12.7406,-60.1458,25.12,50,0,1.54,BR,1688337936
477,vilyuchinsk,52.9306,158.4028,17.15,94,100,1.97,RU,1688337937
478,olinda,-8.0089,-34.8553,22.85,100,75,2.57,BR,1688337937
479,kokopo,-4.352,152.2633,27.54,78,96,6.21,PG,1688337937
480,horsham,51.064,-0.3272,16.12,64,0,2.06,GB,1688337938
481,puerto aysen,-45.4,-72.7,4.8,99,100,1.87,CL,1688337938
482,al mayadin,35.0209,40.4535,29.81,35,0,4.61,SY,1688337938
483,baruun-urt,46.6806,113.2792,17.76,62,85,3.73,MN,1688337938
484,klaksvik,62.2266,-6.589,10.51,98,100,7.63,FO,1688337938
485,frutal,-20.0247,-48.9406,19.75,46,0,2.82,BR,1688337939
486,pleasanton,37.6624,-121.8747,41.3,23,0,5.66,US,1688337779
487,tazacorte,28.629,-17.9293,23.54,92,100,5.66,ES,1688337939
488,bodo,67.28,14.405,11.36,60,0,7.2,NO,1688337939
489,floro,61.5996,5.0328,15.13,82,100,1.54,NO,1688337939
490,praia da vitoria,38.7333,-27.0667,20.14,83,20,2.6,PT,1688337940
491,trinity beach,-16.7888,145.6968,23.9,97,75,0.0,AU,1688337940
492,coruripe,-10.1256,-36.1756,22.9,88,100,1.97,BR,1688337940
493,yabelo,4.8833,38.0833,15.25,72,90,3.22,ET,1688337940
494,yei,4.095,30.6779,19.13,91,30,1.98,SS,1688337940
495,mount pearl,47.5166,-52.7813,22.19,73,75,5.66,CA,1688337941
496,okhotsk,59.3833,143.3,17.25,70,86,1.48,RU,1688337941
497,paita,-5.0892,-81.1144,23.09,78,52,6.47,PE,1688337941
498,siniscola,40.5719,9.6922,22.75,75,0,4.01,IT,1688337941
499,tofol,5.3248,163.0078,28.88,84,75,1.54,FM,1688337941
500,pemangkat,1.1667,108.9667,24.97,87,97,2.57,ID,1688337942
501,severo-yeniseyskiy,60.3725,93.0408,10.35,94,20,0.99,RU,1688337942
502,ifanadiana,-21.3,47.6333,16.17,98,96,0.8,MG,1688337942
503,ariquemes,-9.9133,-63.0408,24.31,56,70,1.32,BR,1688337942
504,darnah,32.767,22.6367,24.62,75,0,7.35,LY,1688337943
505,fale old settlement,-9.3852,-171.2468,28.81,64,53,5.45,TK,1688337943
506,tarawa,1.419,172.984,31.05,79,40,3.6,KI,1688337943
507,mazagao,-0.115,-51.2894,25.03,85,46,2.17,BR,1688337943
508,mili,6.0815,171.735,28.32,77,69,7.46,MH,1688337943
509,kidal,18.4411,1.4078,36.46,20,11,3.39,ML,1688337944
510,mar del plata,-38.0023,-57.5575,13.01,94,100,6.71,AR,1688337902
511,plast,54.3691,60.8136,14.51,92,46,3.06,RU,1688337944
512,kapoeta,4.7717,33.5903,26.0,51,66,2.52,SS,1688337944
513,conduaga,8.862,117.4893,26.5,85,98,2.52,PH,1688337944
514,andalgala,-27.5819,-66.3165,17.42,45,28,0.8,AR,1688337945
515,federal,-30.9547,-58.7833,19.74,76,76,4.46,AR,1688337945
516,salumbar,24.1333,74.05,28.39,79,69,4.06,IN,1688337945
517,karatuzskoye,53.6072,92.8667,11.35,92,42,0.44,RU,1688337945
518,kapa'a,22.0752,-159.319,29.18,73,40,6.17,US,1688337792
519,selfoss,63.9331,-20.9971,10.58,78,94,3.73,IS,1688337946
520,laguna,38.421,-121.4238,44.62,20,0,4.12,US,1688337946
521,lupane,-18.9315,27.807,10.54,48,19,2.46,ZW,1688337946
522,chibougamau,49.9168,-74.3659,18.79,94,100,1.07,CA,1688337947
523,tramandai,-29.9847,-50.1336,17.01,87,45,5.62,BR,1688337947
524,villa gesell,-37.2639,-56.973,13.36,90,60,5.58,AR,1688337804
525,bandar-e lengeh,26.5579,54.8807,30.63,67,2,2.4,IR,1688337947
526,kununurra,-15.7667,128.7333,14.99,82,79,5.89,AU,1688337947
527,nea alikarnassos,35.3333,25.1667,24.41,81,0,1.54,GR,1688337948
528,angaur state,6.906,134.13,28.68,73,94,3.86,PW,1688337948
529,tsetserleg,47.475,101.4542,9.35,90,100,1.0,MN,1688337948
530,lianzhou,24.7811,112.3825,25.87,97,54,1.34,CN,1688337948
531,nybro,56.7446,15.9071,13.91,71,14,6.39,SE,1688337949
532,chirilagua,13.2203,-88.1386,29.11,58,99,0.96,SV,1688337949
533,arenal,8.4593,-73.9433,28.01,83,89,1.01,CO,1688337949
534,fort st. john,56.2499,-120.8529,18.94,39,75,7.72,CA,1688337949
535,san martin,-33.081,-68.4681,16.3,53,54,4.5,AR,1688337950
536,sabancuy,18.9667,-91.1833,29.44,71,23,2.76,MX,1688337950
537,panama city beach,30.1766,-85.8055,32.25,72,9,4.02,US,1688337711
538,saguenay,48.4168,-71.0657,26.06,72,40,4.12,CA,1688337292
539,usinsk,65.9939,57.5281,15.28,90,82,1.66,RU,1688337950
540,banda aceh,5.5577,95.3222,25.64,82,71,4.03,ID,1688337951
541,preveza,38.95,20.75,23.95,83,20,5.66,GR,1688337879
542,covington,39.0837,-84.5086,28.11,76,0,3.09,US,1688337777
543,gwadar,25.1216,62.3254,28.2,83,76,2.25,PK,1688337951
544,sittwe,20.15,92.9,28.26,82,86,4.19,MM,1688337952
545,conde,-7.2597,-34.9075,22.7,100,75,4.12,BR,1688337932
546,sanming,26.2486,117.6186,26.43,90,89,1.05,CN,1688337952
547,sungai raya,0.7,108.9,25.0,87,100,2.05,ID,1688337952
548,santa cruz,-17.8,-63.1667,25.03,69,40,7.2,BO,1688337679
549,abu jibeha,11.4562,31.2285,24.81,67,100,1.49,SD,1688337953
550,aksu,41.1231,80.2644,23.76,30,64,0.83,CN,1688337953
551,hithadhoo,-0.6,73.0833,28.12,73,79,8.07,MV,1688337953
552,guerrero negro,27.9769,-114.0611,22.96,60,8,7.41,MX,1688337953
553,manado,1.487,124.8455,24.43,100,40,0.51,ID,1688337954
554,laguna salada,19.6483,-71.0945,28.64,76,89,2.58,DO,1688337954
555,maintirano,-18.0667,44.0167,20.39,85,18,2.56,MG,1688337954
556,boende,-0.2167,20.8667,23.16,77,3,0.36,CD,1688337954
